grid_id,lat,lon,count,freq_5yr,freq_10yr,freq_20yr,total_damages,total_deaths,total_affected,top_month,monthly_dist,risk_slope,severity_score,severity_score_normalized,primary_admin1,unique_locations
43_46,43,46,1,0,1,1,0.0,13.0,5235.0,October,October:1,,-0.15,12.03,Chechnya,Chechnya
43_47,43,47,2,0,0,2,900.0,1.0,11260.0,February,February:2,,-0.04,15.63,Dagestan,"Kizilyurt area, Makhachkala"
44_114,44,114,4,0,0,3,241291.0,22.0,857900.0,March,March:1;May:1;August:1;November:1,0.0,0.7,39.91,Nei Mongol,"Balin-Zuo Qi, Guyang county, Inner Mongolia Autonomous, Nei Mongol Zizhiqu"
44_126,44,126,3,2,3,3,29000.0,30.0,71054.0,May,May:1;October:1;November:1,0.0,0.57,35.81,Jilin,"Jilin Sheng, Ningjiang , Yangi"
44_13,44,13,1,0,0,0,0.0,1.0,450.0,February,February:1,,-0.42,3.16,Marche,Ancona
44_18,44,18,1,0,0,0,5000.0,0.0,44.0,August,August:1,,-0.29,7.34,Repuplika Srpska,Banja Luka
44_21,44,21,1,0,1,1,132260.0,2.0,27030.0,November,November:1,,-0.05,15.17,Raski,Kraljevo
44_26,44,26,2,0,0,0,0.0,40.0,330.0,March,March:2,,0.2,23.54,Bucharest,"Bucharest, Ruse"
44_6,44,6,1,0,0,0,0.0,11.0,2.0,October,October:1,,-0.17,11.33,Provence-Alpes-Cote D'Azur,Cote d'Azur
44_72,44,72,1,0,0,1,0.0,3.0,36626.0,May,May:1,,-0.32,6.32,Zhambyl,Zhambyl province
44_86,44,86,1,1,1,1,135000.0,0.0,9120.0,December,December:1,,-0.2,10.17,Xinjiang Uygur,Near Shihezi district 
45_11,45,11,2,0,2,2,15800000.0,24.0,25400.0,May,May:2,,0.57,35.56,Emilia-Romagna,"Emilia Romagna, Finale Emilia"
45_21,45,21,1,0,0,0,0.0,0.0,4005.0,December,December:1,,-0.51,0.0,Timis,Vouteg
45_22,45,22,1,0,0,0,0.0,0.0,1845.0,July,July:1,,-0.51,0.0,Mehedinti,Orsova
45_28,45,28,1,0,0,0,0.0,1.0,0.0,May,May:1,,-0.42,3.16,Braila,Bucharest-Braila-Brasov
45_9,45,9,1,0,0,1,561352.0,0.0,232.0,April,April:1,,-0.17,11.4,Piemonte,Alessandria
46_13,46,13,2,0,0,0,3600000.0,934.0,250222.0,May,May:1;September:1,,1.03,50.8,Friuli-Venezia Giulia,Friuli
46_14,46,14,2,0,0,2,10000.0,1.0,605.0,April,April:1;July:1,,0.02,17.7,Gorenjska,"Bojinj, Bovec area"
47_14,47,14,1,0,0,1,0.0,0.0,0.0,April,April:1,,-0.51,0.0,Karnten,Arnoldstein
47_142,47,142,1,0,0,1,420000.0,2.0,7512.0,August,August:1,,-0.02,16.16,Sakhalin,Nevelsk
48_20,48,20,1,1,1,1,0.0,0.0,1800.0,April,April:1,,-0.51,0.0,Heves,Heves region
48_8,48,8,1,0,0,1,12000.0,0.0,150.0,December,December:1,,-0.27,8.09,Baden-Wurttemberg,Waldkirch
48_9,48,9,1,0,0,0,150000.0,0.0,235.0,September,September:1,,-0.2,10.26,Baden-Wurttemberg,Swabian Alb
49_142,49,142,1,0,0,1,920.0,0.0,19108.0,August,August:1,,-0.33,5.88,Sakhalin,Uglegorsky
4_32,4,32,1,0,0,0,0.0,0.0,8000.0,May,May:1,,-0.51,0.0,Moyo,Moyo area
4_97,4,97,3,2,2,3,500000.0,4.0,3253.0,January,January:1;October:1;December:1,,0.39,29.94,Aceh,"Aceh Province, Aceh province, Nangroe Aceh Darussalam"
50_144,50,144,1,0,0,0,0.0,11.0,2342.0,October,October:1,,-0.17,11.33,Sakhalin,Iturup
50_19,50,19,1,0,0,0,0.0,0.0,1050.0,June,June:1,,-0.51,0.0,Slaskie,Bytom
50_88,50,88,1,0,0,1,10600.0,3.0,1805.0,September,September:1,,-0.08,14.3,Gorno-Altay,Kosh-Agach
51_1,51,1,1,0,0,1,60000.0,0.0,4501.0,April,April:1,,-0.22,9.48,England,Folkestone
51_6,51,6,2,0,0,0,150000.0,2.0,1030.0,April,April:1;November:1,,0.15,21.88,Limburg,"Roermond, Seraing"
51_7,51,7,1,0,0,0,100000.0,0.0,0.0,April,April:1,,-0.21,9.92,Nordrhein-Westfalen,Bonn
52_-3,52,-3,1,0,0,0,0.0,0.0,0.0,April,April:1,,-0.51,0.0,Wales,Powys
52_72,52,72,1,0,0,0,0.0,0.0,1508.0,August,August:1,,-0.51,0.0,Aqmola,Akkol
53_142,53,142,1,0,0,0,64100.0,1989.0,750.0,May,May:1,,0.83,44.17,Sakhalin,Neftegorsk
54_159,54,159,1,0,0,1,55000.0,0.0,12040.0,April,April:1,,-0.23,9.4,Kamchatka,Koryakskiy
55_51,55,51,1,0,0,1,0.0,0.0,138.0,May,May:1,,-0.51,0.0,Tatarstan,Tatarsky
56_161,56,161,1,0,0,0,0.0,0.0,0.0,March,March:1,,-0.51,0.0,Kamchatka,Kamchatka Peninsula
5_-74,5,-74,1,1,1,1,0.0,0.0,41236.0,March,March:1,,-0.51,0.0,Cundinamarca,Bogoto
5_-76,5,-76,1,0,0,0,0.0,40.0,15097.0,February,February:1,,0.0,16.93,Risaralda,Pereira
5_-77,5,-77,1,0,0,1,0.0,0.0,8036.0,November,November:1,,-0.51,0.0,Choco,Bajo Baudo
5_100,5,100,1,0,0,1,500000.0,2.0,0.0,December,December:1,,-0.02,16.31,Pulau Pinang,Penang Island
5_117,5,117,1,1,1,1,2.0,24.0,10.0,June,June:1,,-0.04,15.62,Sabah,Sabah region
5_32,5,32,1,0,0,0,0.0,0.0,8000.0,May,May:1,,-0.51,0.0,Central Equatoria,Juba
5_96,5,96,1,1,1,1,100000.0,104.0,86018.0,December,December:1,,0.43,31.14,Aceh,Pidie Jaya district 
5_97,5,97,1,1,1,1,130000.0,48.0,55935.0,July,July:1,,0.33,27.89,Aceh,Bener Meriah
61_-149,61,-149,1,0,0,0,311000.0,131.0,0.0,March,March:1,,0.49,33.16,Alaska,Anchorage
64_-19,64,-19,2,0,0,2,24000.0,0.0,199.0,June,June:2,,-0.05,15.3,Sudurland,Sudurland
64_-22,64,-22,1,0,0,0,0.0,1.0,6.0,January,January:1,,-0.42,3.16,Hofudborgarsv??di,Nordurland Eystra
6_-73,6,-73,1,0,0,0,0.0,7.0,2845.0,January,January:1,,-0.22,9.48,Boyaca,Boyaca Province
6_-76,6,-76,2,0,0,1,1857366.0,1197.0,1207568.0,January,January:1;October:1,,1.04,51.36,Antioquia,"Armenia, Murindo Apartado Medellin"
6_-77,6,-77,1,0,0,0,400.0,0.0,3006.0,September,September:1,,-0.35,5.16,Choco,Bahia Solano
6_121,6,121,1,0,0,0,134000.0,6000.0,181348.0,August,August:1,,1.0,49.84,Sulu,Sulu
6_125,6,125,1,0,0,1,1714.0,15.0,73451.0,March,March:1,,0.07,19.06,South Cotabato,General Santos city
6_95,6,95,1,0,0,0,1000.0,0.0,100.0,April,April:1,,-0.33,5.95,Aceh,Banda Aceh
7_-71,7,-71,1,0,0,0,0.0,2.0,3071.0,July,July:1,,-0.36,5.01,Arauca,Puerto Rondon
7_-78,7,-78,1,0,0,1,0.0,2.0,430.0,November,November:1,,-0.36,5.01,Choco,Jurado
7_100,7,100,1,0,0,1,500000.0,2.0,0.0,December,December:1,,-0.02,16.31,Satun,Satun
7_125,7,125,1,0,1,1,90.0,0.0,392.0,September,September:1,,-0.39,3.89,South Cotabato,Norala
7_126,7,126,2,1,1,1,13974.0,10.0,17032.0,February,February:1;March:1,,0.27,25.77,Davao Oriental,"Caraga, Mindanao"
7_82,7,82,1,0,0,1,500000.0,2.0,0.0,December,December:1,,-0.02,16.31,Ampara,Ampara
8_-72,8,-72,1,0,0,0,0.0,0.0,186.0,November,November:1,,-0.51,0.0,Tachira,San Cristobal
8_-83,8,-83,1,0,0,1,0.0,2.0,135.0,December,December:1,,-0.36,5.01,Chiriqui,Puerto Armuelles
8_125,8,125,2,0,1,1,0.0,0.0,4219.0,May,May:1;September:1,,-0.31,6.61,Bukidnon,"Cagayan De Oro, Maramag"
9_-64,9,-64,1,0,0,0,1000.0,2.0,850.0,June,June:1,,-0.18,10.96,Anzoategui,Eastern Venezuela
9_-79,9,-79,1,0,0,1,0.0,0.0,340.0,August,August:1,,-0.51,0.0,Panama,Panama city
9_-82,9,-82,2,0,0,0,100000.0,47.0,10419.0,April,April:1;May:1,,0.52,34.18,Bocas Del Toro,"Bocas Del Toro, Bocas del Toro area"
9_-84,9,-84,2,0,0,1,0.0,8.0,590.0,March,March:1;November:1,,-0.01,16.63,Puntarenas,"Aguirre, Puntarenas"
9_76,9,76,1,0,0,1,500000.0,2.0,0.0,December,December:1,,-0.02,16.31,Kerala,Alappuzha
