,grid_id,latitude,longitude
2369,"(97, 261)",6.871037262,80.02204516
2370,"(97, 261)",6.702153102,80.96286578
2371,"(97, 261)",6.57651042,80.12771425
2372,"(97, 280)",6.787932749,99.9218976
2373,"(97, 280)",6.826141111,99.93125096
2374,"(97, 280)",6.826141111,99.93125096
2375,"(97, 281)",6.50672697,100.2416891
2376,"(97, 281)",6.114839571,100.3606956
2377,"(97, 281)",6.770067325,100.1223777
2378,"(97, 282)",6.180136454,101.7188966
2379,"(97, 282)",6.180136454,101.7188966
2380,"(97, 282)",6.180136454,101.7188966
2381,"(97, 282)",6.179233625,101.7195263
2382,"(97, 297)",6.07707112,116.3342344
2383,"(97, 297)",6.005806917,116.1610241
2384,"(97, 298)",6.058270504,117.3326234
2385,"(97, 303)",6.939302319,122.092816
2386,"(97, 303)",6.579418737,122.0214288
2387,"(97, 305)",6.28254583,124.8460061
2388,"(97, 305)",6.28254583,124.8460061
2389,"(97, 305)",6.545996996,124.4742448
2390,"(97, 305)",6.52326182,124.6765858
2391,"(97, 305)",6.545945343,124.4723873
2392,"(97, 305)",6.51090556,124.1595143
2393,"(97, 305)",6.788759732,124.377302
2394,"(97, 306)",6.143097634,125.1516115
2395,"(97, 306)",6.144971204,125.1526974
2396,"(97, 306)",6.697225045,125.4180903
2397,"(97, 306)",6.154483047,125.3646054
2398,"(97, 306)",6.17860864,125.1270588
2399,"(98, 100)",7.858988921,-80.4328873
2400,"(98, 100)",7.858988921,-80.4328873
2401,"(98, 100)",7.582484127,-80.39270222
2402,"(98, 100)",7.582484127,-80.39270222
2403,"(98, 103)",7.11778744,-77.67746233
2404,"(98, 104)",7.805740369,-76.17713135
2405,"(98, 105)",7.177463015,-75.12182043
2406,"(98, 105)",7.27388552,-75.39568841
2407,"(98, 106)",7.995643929,-74.45817236
2408,"(98, 107)",7.13826995,-73.13131682
2409,"(98, 108)",7.714583548,-72.17329696
2410,"(98, 108)",7.927277442,-72.02370324
2411,"(98, 108)",7.926828118,-72.02415873
2412,"(98, 108)",7.870473674,-72.73987197
2413,"(98, 112)",7.12444966,-68.78613306
2414,"(98, 168)",7.500393306,-12.27657304
2415,"(98, 169)",7.093505236,-11.03537391
2416,"(98, 169)",7.953293659,-11.71429338
2417,"(98, 171)",7.97800377,-9.865181637
2418,"(98, 172)",7.365395644,-8.128595206
2419,"(98, 179)",7.706088399,-1.657978191
2420,"(98, 182)",7.440863537,1.129816635
2421,"(98, 182)",7.542031344,1.001544382
2422,"(98, 183)",7.271737483,2.392938633
2423,"(98, 183)",7.079161276,2.477529661
2424,"(98, 183)",7.167647203,2.110294696
2425,"(98, 183)",7.274657761,2.108615105
2426,"(98, 183)",7.078905395,2.478291233
2427,"(98, 184)",7.560674933,3.916071901
2428,"(98, 185)",7.492060652,4.675205345
2429,"(98, 186)",7.152745428,5.547318438
2430,"(98, 199)",7.451694547,18.14044778
2431,"(98, 200)",7.270421606,19.17387981
2432,"(98, 213)",7.378792852,32.32764574
2433,"(98, 213)",7.378792852,32.32764574
2434,"(98, 213)",7.378792852,32.32764574
2435,"(98, 215)",7.707367955,34.32862318
2436,"(98, 215)",7.707367955,34.32862318
2437,"(98, 215)",7.707367955,34.32862318
2438,"(98, 215)",7.707367955,34.32862318
2439,"(98, 215)",7.707367955,34.32862318
2440,"(98, 215)",7.707367955,34.32862318
2441,"(98, 219)",7.507236611,38.76544158
2442,"(98, 219)",7.508223879,38.7652717
2443,"(98, 219)",7.507236611,38.76544158
2444,"(98, 219)",7.507236611,38.76544158
2445,"(98, 219)",7.507236611,38.76544158
2446,"(98, 260)",7.973869733,79.91399789
2447,"(98, 261)",7.669137177,80.73174131
2448,"(98, 261)",7.668543812,80.73047154
2449,"(98, 261)",7.093348445,80.88689217
2450,"(98, 262)",7.238521113,81.54891002
2451,"(98, 262)",7.238521113,81.54891002
2452,"(98, 262)",7.238521113,81.54891002
2453,"(98, 262)",7.238521113,81.54891002
2454,"(98, 262)",7.075752242,81.04526117
2455,"(98, 262)",7.238458245,81.549056
2456,"(98, 262)",7.238521113,81.54891002
2457,"(98, 262)",7.238521113,81.54891002
2458,"(98, 262)",7.238521113,81.54891002
2459,"(98, 262)",7.074073672,81.0450252
2460,"(98, 262)",7.238521113,81.54891002
2461,"(98, 262)",7.238521113,81.54891002
2462,"(98, 262)",7.238521113,81.54891002
2463,"(98, 262)",7.238521113,81.54891002
2464,"(98, 262)",7.074073672,81.0450252
2465,"(98, 262)",7.238521113,81.54891002
2466,"(98, 262)",7.075752242,81.04526117
2467,"(98, 262)",7.795115289,81.48465003
2468,"(98, 280)",7.422199978,99.74018748
2469,"(98, 280)",7.537222489,99.60476263
2470,"(98, 281)",7.511596794,100.0692601
2471,"(98, 303)",7.147666364,122.1426801
2472,"(98, 303)",7.147666364,122.1426801
2473,"(98, 303)",7.147666364,122.1426801
2474,"(98, 304)",7.834179142,123.8274476
2475,"(98, 305)",7.214843075,124.8524845
2476,"(98, 305)",7.214843075,124.8524845
2477,"(98, 305)",7.024148476,124.3761571
2478,"(98, 305)",7.809216289,124.3333673
2479,"(98, 305)",7.024148476,124.3761571
2480,"(98, 305)",7.024148476,124.3761571
2481,"(98, 305)",7.023865425,124.3772658
2482,"(98, 305)",7.214843075,124.8524845
2483,"(98, 305)",7.513617101,124.5598223
2484,"(98, 305)",7.023865425,124.3772658
2485,"(98, 305)",7.000548601,124.3502826
2486,"(98, 305)",7.172850747,124.4308519
2487,"(98, 305)",7.245488622,124.2363847
2488,"(98, 305)",7.810410866,124.9665161
2489,"(98, 305)",7.056295149,124.6399987
2490,"(98, 306)",7.582035253,125.6342535
2491,"(98, 306)",7.582035253,125.6342535
2492,"(98, 306)",7.582035253,125.6342535
2493,"(98, 306)",7.58221988,125.6373258
2494,"(98, 306)",7.582035253,125.6342535
2495,"(98, 306)",7.252573324,125.4145992
2496,"(98, 306)",7.252573324,125.4145992
2497,"(98, 306)",7.582035253,125.6342535
2498,"(98, 306)",7.582035253,125.6342535
2499,"(98, 306)",7.441935244,125.6566656
2500,"(98, 306)",7.252573324,125.4145992
2501,"(98, 306)",7.252573324,125.4145992
2502,"(98, 306)",7.139674315,125.9821463
2503,"(98, 306)",7.252573324,125.4145992
2504,"(98, 307)",7.360197025,126.4285156
2505,"(98, 307)",7.360197025,126.4285156
2506,"(98, 307)",7.360197025,126.4285156
2507,"(98, 307)",7.360197025,126.4285156
2508,"(98, 307)",7.255720035,126.2961127
2509,"(98, 307)",7.256907266,126.2972799
2510,"(98, 307)",7.360197025,126.4285156
2511,"(98, 307)",7.360197025,126.4285156
2512,"(98, 307)",7.360197025,126.4285156
2513,"(98, 307)",7.360197025,126.4285156
2514,"(98, 307)",7.360197025,126.4285156
2515,"(98, 307)",7.579019732,126.016082
2516,"(98, 307)",7.579019732,126.016082
2517,"(98, 307)",7.579019732,126.016082
2518,"(98, 307)",7.577300286,126.017592
2519,"(98, 315)",7.440230845,134.5063773
2520,"(98, 332)",7.208829063,151.785085
2521,"(98, 332)",7.208829063,151.785085
2522,"(98, 332)",7.208829063,151.785085
2523,"(98, 332)",7.208829063,151.785085
2524,"(99, 98)",8.366501186,-82.29331093
2525,"(99, 98)",8.489045378,-82.398494
2526,"(99, 98)",8.489045378,-82.398494
2527,"(99, 98)",8.289534062,-82.91695938
2528,"(99, 98)",8.752545424,-82.39839752
2529,"(99, 98)",8.376123816,-82.62160951
2530,"(99, 98)",8.366501186,-82.29331093
2531,"(99, 98)",8.366501186,-82.29331093
2532,"(99, 98)",8.545823878,-82.92493219
2533,"(99, 99)",8.091252215,-81.13151401
2534,"(99, 99)",8.091252215,-81.13151401
2535,"(99, 100)",8.04055664,-80.94985591
2536,"(99, 100)",8.404421308,-80.42180942
2537,"(99, 100)",8.038953034,-80.95057975
2538,"(99, 101)",8.956902107,-79.85946674
2539,"(99, 101)",8.796164495,-79.99423951
2540,"(99, 101)",8.824692051,-79.90446593
2541,"(99, 103)",8.541789743,-77.7041259
2542,"(99, 103)",8.170134327,-77.9158002
2543,"(99, 105)",8.350557368,-75.79959845
2544,"(99, 105)",8.22472985,-75.06715258
2545,"(99, 105)",8.22472985,-75.06715258
2546,"(99, 105)",8.773217957,-75.10842715
2547,"(99, 106)",8.712907318,-74.51445709
2548,"(99, 108)",8.077473169,-72.88932802
2549,"(99, 111)",8.14161896,-69.85664975
2550,"(99, 116)",8.895326751,-64.40631268
2551,"(99, 116)",8.895326751,-64.40631268
2552,"(99, 167)",8.453506674,-13.24596049
2553,"(99, 167)",8.322196723,-13.08629158
2554,"(99, 167)",8.453506674,-13.24596049
2555,"(99, 167)",8.322196723,-13.08629158
2556,"(99, 167)",8.322196723,-13.08629158
2557,"(99, 170)",8.698442631,-10.29416563
2558,"(99, 172)",8.89245414,-8.32981283
2559,"(99, 172)",8.43731555,-8.89905996
2560,"(99, 183)",8.522382637,2.482025779
2561,"(99, 184)",8.143681944,3.619029167
2562,"(99, 184)",8.143681944,3.619029167
2563,"(99, 187)",8.172968756,6.460339521
2564,"(99, 196)",8.754421648,15.9430152
2565,"(99, 196)",8.766772218,15.86817343
2566,"(99, 197)",8.647335038,16.93334169
2567,"(99, 197)",8.688265087,16.5495759
2568,"(99, 199)",8.035948412,18.8515145
2569,"(99, 207)",8.248650007,26.09976852
2570,"(99, 207)",8.248650007,26.09976852
2571,"(99, 209)",8.019714326,28.60061303
2572,"(99, 210)",8.926421189,29.88578342
2573,"(99, 215)",8.340928164,34.22324197
2574,"(99, 219)",8.979195644,38.78591906
2575,"(99, 219)",8.979195644,38.78591906
2576,"(99, 219)",8.979195644,38.78591906
2577,"(99, 221)",8.679307,40.77605229
2578,"(99, 224)",8.089376804,43.50026092
2579,"(99, 229)",8.107330937,48.91178862
2580,"(99, 258)",8.606194774,77.00426455
2581,"(99, 258)",8.606249061,77.00468825
2582,"(99, 258)",8.306035715,77.34650879
2583,"(99, 261)",8.883428623,80.08802997
2584,"(99, 261)",8.392246085,80.51264488
2585,"(99, 262)",8.550785765,81.09489303
2586,"(99, 262)",8.550785765,81.09489303
2587,"(99, 262)",8.550785765,81.09489303
2588,"(99, 279)",8.14679936,98.86423172
2589,"(99, 280)",8.381878358,99.78674216
2590,"(99, 280)",8.381878358,99.78674216
2591,"(99, 280)",8.381878358,99.78674216
2592,"(99, 280)",8.381878358,99.78674216
2593,"(99, 280)",8.381878358,99.78674216
2594,"(99, 280)",8.381878358,99.78674216
2595,"(99, 280)",8.381878358,99.78674216
2596,"(99, 280)",8.381878358,99.78674216
2597,"(99, 280)",8.381878358,99.78674216
2598,"(99, 280)",8.381878358,99.78674216
2599,"(99, 280)",8.381878358,99.78674216
2600,"(99, 280)",8.381878358,99.78674216
2601,"(99, 280)",8.381878358,99.78674216
2602,"(99, 280)",8.381878358,99.78674216
2603,"(99, 280)",8.381878358,99.78674216
2604,"(99, 280)",8.381878358,99.78674216
2605,"(99, 281)",8.010572647,100.2458377
2606,"(99, 286)",8.960277039,105.2423191
2607,"(99, 303)",8.050730989,122.9585002
2608,"(99, 304)",8.325051612,123.6887419
2609,"(99, 305)",8.647602369,124.8098439
2610,"(99, 305)",8.647602369,124.8098439
2611,"(99, 305)",8.022100986,124.9986335
2612,"(99, 305)",8.646484445,124.8115371
2613,"(99, 305)",8.647602369,124.8098439
2614,"(99, 305)",8.411380659,124.6237348
2615,"(99, 305)",8.021620521,124.0434078
2616,"(99, 305)",8.411380659,124.6237348
2617,"(99, 305)",8.554482597,124.4006833
2618,"(99, 305)",8.194104032,124.2728454
2619,"(99, 305)",8.022100986,124.9986335
2620,"(99, 305)",8.022100986,124.9986335
2621,"(99, 305)",8.022100986,124.9986335
2622,"(99, 305)",8.411380659,124.6237348
2623,"(99, 306)",8.401553888,125.7572064
2624,"(99, 306)",8.7754744,125.0883831
2625,"(99, 306)",8.401553888,125.7572064
2626,"(99, 306)",8.914130719,125.5761866
2627,"(99, 306)",8.946639356,125.2548148
2628,"(99, 306)",8.619452904,125.5447062
2629,"(99, 306)",8.401553888,125.7572064
2630,"(99, 306)",8.401553888,125.7572064
2631,"(99, 306)",8.160681669,125.1787735
2632,"(99, 307)",8.821475637,126.104385
2633,"(100, 95)",9.923069149,-85.28588398
2634,"(100, 96)",9.425893342,-84.05627554
2635,"(100, 96)",9.982544307,-84.40252023
2636,"(100, 96)",9.749282657,-84.38612553
2637,"(100, 97)",9.607932387,-83.98936585
2638,"(100, 97)",9.949288687,-83.3455817
2639,"(100, 97)",9.819457245,-83.68083219
2640,"(100, 97)",9.81867678,-83.68154227
2641,"(100, 97)",9.609320443,-83.98901842
2642,"(100, 97)",9.154546175,-83.72552887
2643,"(100, 97)",9.154546175,-83.72552887
2644,"(100, 97)",9.94700922,-83.34421445
2645,"(100, 97)",9.824509338,-83.54461626
2646,"(100, 97)",9.819457245,-83.68083219
2647,"(100, 97)",9.819457245,-83.68083219
2648,"(100, 97)",9.94700922,-83.34421445
2649,"(100, 97)",9.949288687,-83.3455817
2650,"(100, 97)",9.948334338,-83.80165538
2651,"(100, 97)",9.609320443,-83.98901842
2652,"(100, 97)",9.819457245,-83.68083219
2653,"(100, 97)",9.823767631,-83.54448446
2654,"(100, 98)",9.212808761,-82.25426198
2655,"(100, 98)",9.212808761,-82.25426198
2656,"(100, 98)",9.212808761,-82.25426198
2657,"(100, 98)",9.212808761,-82.25426198
2658,"(100, 98)",9.214783258,-82.57931629
2659,"(100, 98)",9.212808761,-82.25426198
2660,"(100, 98)",9.212808761,-82.25426198
2661,"(100, 100)",9.18931625,-80.01406582
2662,"(100, 101)",9.21459727,-79.4208731
2663,"(100, 101)",9.055903422,-79.48330841
2664,"(100, 101)",9.21459727,-79.4208731
2665,"(100, 101)",9.21459727,-79.4208731
2666,"(100, 101)",9.21459727,-79.4208731
2667,"(100, 101)",9.21459727,-79.4208731
2668,"(100, 101)",9.055903422,-79.48330841
2669,"(100, 101)",9.21459727,-79.4208731
2670,"(100, 101)",9.21459727,-79.4208731
2671,"(100, 102)",9.066192179,-78.85174438
2672,"(100, 102)",9.066192179,-78.85174438
2673,"(100, 102)",9.066192179,-78.85174438
2674,"(100, 105)",9.062981553,-75.12276568
2675,"(100, 105)",9.062981553,-75.12276568
2676,"(100, 105)",9.697567676,-75.16240561
2677,"(100, 105)",9.062981553,-75.12276568
2678,"(100, 108)",9.931299976,-72.08522744
2679,"(100, 112)",9.350522886,-68.32223012
2680,"(100, 113)",9.975434737,-67.1035189
2681,"(100, 113)",9.977344738,-67.10480237
2682,"(100, 113)",9.977344738,-67.10480237
2683,"(100, 113)",9.977344738,-67.10480237
2684,"(100, 117)",9.392177888,-63.01756961
2685,"(100, 167)",9.625179292,-13.5713955
2686,"(100, 167)",9.625179292,-13.5713955
2687,"(100, 167)",9.625179292,-13.5713955
2688,"(100, 171)",9.262342434,-9.102232495
2689,"(100, 178)",9.904242883,-2.9127633
2690,"(100, 180)",9.382416299,-0.789466107
2691,"(100, 180)",9.771203101,-0.808113064
2692,"(100, 180)",9.353679644,-0.966020685
2693,"(100, 181)",9.590482921,0.871612697
2694,"(100, 182)",9.553829805,1.160118436
2695,"(100, 182)",9.836859379,1.103874205
2696,"(100, 186)",9.027378214,5.615977514
2697,"(100, 188)",9.242720002,7.230877022
2698,"(100, 192)",9.847745944,11.72440332
2699,"(100, 193)",9.343554959,12.44482498
2700,"(100, 193)",9.343554959,12.44482498
2701,"(100, 193)",9.343554959,12.44482498
2702,"(100, 193)",9.343554959,12.44482498
2703,"(100, 194)",9.487792352,13.32951058
2704,"(100, 196)",9.352009746,15.79087116
2705,"(100, 199)",9.428826442,18.64668376
2706,"(100, 210)",9.272750228,29.17114541
2707,"(100, 217)",9.702356496,36.44438028
2708,"(100, 218)",9.160564191,37.86014541
2709,"(100, 220)",9.800977717,39.48587538
2710,"(100, 223)",9.605567952,42.00240951
2711,"(100, 223)",9.368147373,42.89008568
2712,"(100, 223)",9.28966018,42.17252598
2713,"(100, 223)",9.368249849,42.89139423
2714,"(100, 224)",9.843052062,43.68401718
2715,"(100, 231)",9.212933101,50.32401661
2716,"(100, 257)",9.413009259,76.44657618
2717,"(100, 257)",9.413009259,76.44657618
2718,"(100, 258)",9.480564065,77.89435616
2719,"(100, 259)",9.439387677,78.68104303
2720,"(100, 260)",9.26175882,79.30099019
2721,"(100, 260)",9.514436944,79.68921361
2722,"(100, 261)",9.693459281,80.10084037
2723,"(100, 261)",9.17626901,80.54261758
2724,"(100, 261)",9.693459281,80.10084037
2725,"(100, 261)",9.420429639,80.30523441
2726,"(100, 261)",9.693459281,80.10084037
2727,"(100, 280)",9.505777877,99.99376629
2728,"(100, 280)",9.050805021,99.08793385
2729,"(100, 280)",9.505777877,99.99376629
2730,"(100, 280)",9.050805021,99.08793385
2731,"(100, 280)",9.050003011,99.0871994
2732,"(100, 285)",9.180033725,104.855798
2733,"(100, 286)",9.312729614,105.4909271
2734,"(100, 286)",9.539920133,105.2385085
2735,"(100, 299)",9.988443577,118.7524206
2736,"(100, 299)",9.907393945,118.7686793
2737,"(100, 303)",9.5766995,122.5846439
2738,"(100, 304)",9.64425775,123.3453022
2739,"(100, 304)",9.64425775,123.3453022
2740,"(100, 304)",9.505560655,123.0403666
2741,"(100, 304)",9.64425775,123.3453022
2742,"(100, 304)",9.64425775,123.3453022
2743,"(100, 304)",9.960511092,123.088768
2744,"(100, 304)",9.64425775,123.3453022
2745,"(100, 304)",9.64425775,123.3453022
2746,"(100, 305)",9.854245146,124.1984066
2747,"(100, 305)",9.854245146,124.1984066
2748,"(100, 305)",9.854245146,124.1984066
2749,"(100, 305)",9.662429931,124.2163705
2750,"(100, 305)",9.662429931,124.2163705
2751,"(100, 305)",9.854245146,124.1984066
2752,"(100, 305)",9.961263483,124.2077828
2753,"(100, 306)",9.01379178,125.5232464
2754,"(100, 306)",9.01379178,125.5232464
2755,"(100, 306)",9.01379178,125.5232464
2756,"(100, 306)",9.657195269,125.7279742
2757,"(100, 306)",9.01379178,125.5232464
2758,"(100, 306)",9.01379178,125.5232464
2759,"(100, 306)",9.351415892,125.6081699
2760,"(100, 306)",9.01379178,125.5232464
2761,"(100, 306)",9.351415892,125.6081699
2762,"(100, 306)",9.01379178,125.5232464
2763,"(100, 306)",9.01379178,125.5232464
2764,"(100, 306)",9.66285112,125.7326001
2765,"(100, 307)",9.073536262,126.0575385
2766,"(100, 319)",9.350635588,138.9414258
2767,"(100, 319)",9.350635588,138.9414258
2768,"(100, 319)",9.350635588,138.9414258
2769,"(101, 95)",10.71554369,-85.49314025
2770,"(101, 95)",10.44955045,-85.39463614
2771,"(101, 95)",10.46978399,-85.60246095
2772,"(101, 95)",10.54120493,-85.26430608
2773,"(101, 96)",10.59267932,-84.433624
2774,"(101, 96)",10.56383442,-84.61012338
2775,"(101, 96)",10.56383442,-84.61012338
2776,"(101, 96)",10.12748325,-84.72770399
2777,"(101, 96)",10.26087092,-84.99883301
2778,"(101, 96)",10.26087092,-84.99883301
2779,"(101, 96)",10.08685425,-84.11695516
2780,"(101, 96)",10.56383442,-84.61012338
2781,"(101, 96)",10.26087092,-84.99883301
2782,"(101, 96)",10.56323002,-84.61024521
2783,"(101, 97)",10.01923587,-83.28886095
2784,"(101, 97)",10.01923587,-83.28886095
2785,"(101, 97)",10.01923587,-83.28886095
2786,"(101, 97)",10.01923587,-83.28886095
2787,"(101, 97)",10.01923587,-83.28886095
2788,"(101, 97)",10.46475914,-83.68319867
2789,"(101, 106)",10.18911826,-74.26465251
2790,"(101, 106)",10.8957461,-74.66391767
2791,"(101, 106)",10.8957461,-74.66391767
2792,"(101, 106)",10.26273245,-74.83040751
2793,"(101, 106)",10.7872476,-74.92338608
2794,"(101, 111)",10.84944339,-69.56195708
2795,"(101, 111)",10.18042245,-69.76539291
2796,"(101, 112)",10.87192857,-68.57065312
2797,"(101, 112)",10.75900631,-68.42132703
2798,"(101, 113)",10.17167316,-67.51413782
2799,"(101, 113)",10.17167316,-67.51413782
2800,"(101, 113)",10.19203825,-67.95768808
2801,"(101, 113)",10.19203825,-67.95768808
2802,"(101, 113)",10.17167316,-67.51413782
2803,"(101, 113)",10.17167316,-67.51413782
2804,"(101, 113)",10.17167316,-67.51413782
2805,"(101, 113)",10.17167316,-67.51413782
2806,"(101, 114)",10.48008295,-66.96390396
2807,"(101, 114)",10.48008295,-66.96390396
2808,"(101, 114)",10.25054115,-66.36115231
2809,"(101, 114)",10.48008295,-66.96390396
2810,"(101, 117)",10.44779049,-63.56293684
2811,"(101, 119)",10.6622848,-61.51829611
2812,"(101, 119)",10.20283638,-61.29599109
2813,"(101, 119)",10.43842039,-61.33747358
2814,"(101, 119)",10.27834991,-61.10601162
2815,"(101, 166)",10.37932372,-14.05654611
2816,"(101, 167)",10.2170031,-13.12102674
2817,"(101, 168)",10.6693989,-12.07571791
2818,"(101, 169)",10.52661584,-11.95441711
2819,"(101, 176)",10.5856022,-4.816388045
2820,"(101, 177)",10.89932857,-3.381736246
2821,"(101, 179)",10.29697012,-1.064879308
2822,"(101, 180)",10.77765188,-0.820530825
2823,"(101, 180)",10.82660166,-0.472731796
2824,"(101, 180)",10.45753561,-0.419773265
2825,"(101, 181)",10.81892552,0.359031897
2826,"(101, 181)",10.3218531,0.56758203
2827,"(101, 182)",10.69353427,1.581715981
2828,"(101, 182)",10.69353427,1.581715981
2829,"(101, 182)",10.69353427,1.581715981
2830,"(101, 188)",10.35547619,7.706192108
2831,"(101, 190)",10.77576006,9.987113629
2832,"(101, 190)",10.7756404,9.988410054
2833,"(101, 195)",10.71685372,14.4190056
2834,"(101, 195)",10.71685372,14.4190056
2835,"(101, 195)",10.71685372,14.4190056
2836,"(101, 195)",10.71685372,14.4190056
2837,"(101, 196)",10.1931005,15.54750259
2838,"(101, 196)",10.32258192,15.57892344
2839,"(101, 196)",10.39881558,15.09839078
2840,"(101, 201)",10.81028419,20.58377886
2841,"(101, 205)",10.87663971,24.45924461
2842,"(101, 211)",10.97484069,30.05953701
2843,"(101, 216)",10.50886517,35.44295301
2844,"(101, 220)",10.95792064,39.1941103
2845,"(101, 224)",10.56443643,43.37818303
2846,"(101, 224)",10.56443643,43.37818303
2847,"(101, 226)",10.34911882,45.26252232
2848,"(101, 228)",10.30402697,47.68248225
2849,"(101, 230)",10.90456464,49.39326126
2850,"(101, 231)",10.21982545,50.04870246
2851,"(101, 257)",10.45089774,76.4057486
2852,"(101, 257)",10.45089774,76.4057486
2853,"(101, 257)",10.45089774,76.4057486
2854,"(101, 257)",10.45089774,76.4057486
2855,"(101, 260)",10.86369109,79.73608696
2856,"(101, 285)",10.5947025,104.1721852
2857,"(101, 285)",10.78219625,104.1698328
2858,"(101, 286)",10.51008005,105.1812816
2859,"(101, 286)",10.51008005,105.1812816
2860,"(101, 286)",10.51008005,105.1812816
2861,"(101, 286)",10.51008005,105.1812816
2862,"(101, 286)",10.0335085,105.1085481
2863,"(101, 286)",10.51008005,105.1812816
2864,"(101, 286)",10.5111695,105.182631
2865,"(101, 286)",10.51008005,105.1812816
2866,"(101, 286)",10.51008005,105.1812816
2867,"(101, 286)",10.51008005,105.1812816
2868,"(101, 286)",10.10200047,105.9904565
2869,"(101, 287)",10.729523,106.1713564
2870,"(101, 287)",10.12586784,106.4601261
2871,"(101, 287)",10.39727674,106.3059627
2872,"(101, 287)",10.85560286,106.745071
2873,"(101, 287)",10.729523,106.1713564
2874,"(101, 287)",10.75417214,106.0199138
2875,"(101, 287)",10.7624954,106.684359
2876,"(101, 303)",10.51025493,122.9647946
2877,"(101, 303)",10.29941584,122.9826996
2878,"(101, 303)",10.29941584,122.9826996
2879,"(101, 303)",10.29941584,122.9826996
2880,"(101, 303)",10.29941584,122.9826996
2881,"(101, 303)",10.29941584,122.9826996
2882,"(101, 303)",10.46270894,122.8526438
2883,"(101, 304)",10.35656913,123.7556565
2884,"(101, 304)",10.84789893,123.9954401
2885,"(101, 304)",10.84222544,123.0528784
2886,"(101, 305)",10.97725563,124.753802
2887,"(101, 305)",10.97725563,124.753802
2888,"(101, 305)",10.09200449,124.949749
2889,"(101, 305)",10.97725563,124.753802
2890,"(101, 306)",10.84899452,125.7407275
2891,"(102, 94)",11.74057805,-86.24785853
2892,"(102, 94)",11.99526818,-86.21035651
2893,"(102, 94)",11.8488488,-86.45833199
2894,"(102, 94)",11.99526062,-86.09623599
2895,"(102, 94)",11.74057805,-86.24785853
2896,"(102, 94)",11.74057805,-86.24785853
2897,"(102, 94)",11.74057805,-86.24785853
2898,"(102, 95)",11.50905642,-85.67548801
2899,"(102, 95)",11.40247221,-85.82826009
2900,"(102, 95)",11.40247221,-85.82826009
2901,"(102, 97)",11.55976369,-83.96636314
2902,"(102, 108)",11.32178209,-72.35160093
2903,"(102, 120)",11.2420412,-60.66507297
2904,"(102, 165)",11.66393571,-15.18687127
2905,"(102, 166)",11.33316827,-14.98826476
2906,"(102, 166)",11.3299212,-14.98958555
2907,"(102, 167)",11.72313693,-13.35621591
2908,"(102, 172)",11.12289078,-8.844617327
2909,"(102, 174)",11.43250749,-6.558964231
2910,"(102, 176)",11.29173315,-4.255449698
2911,"(102, 176)",11.36736308,-4.332927377
2912,"(102, 176)",11.17425821,-4.282160591
2913,"(102, 178)",11.79233885,-2.218592658
2914,"(102, 183)",11.95574484,2.748865354
2915,"(102, 183)",11.95574484,2.748865354
2916,"(102, 184)",11.66533975,3.27500379
2917,"(102, 185)",11.7658034,4.500959545
2918,"(102, 187)",11.91269202,6.766807695
2919,"(102, 187)",11.91413783,6.76865802
2920,"(102, 189)",11.73558934,8.51260524
2921,"(102, 190)",11.77489111,9.298269774
2922,"(102, 194)",11.89428607,13.17643766
2923,"(102, 194)",11.89428607,13.17643766
2924,"(102, 194)",11.8952875,13.1767764
2925,"(102, 195)",11.08096717,14.52963422
2926,"(102, 196)",11.75133393,15.2545594
2927,"(102, 201)",11.10198914,20.20652131
2928,"(102, 219)",11.74628296,38.11545596
2929,"(102, 219)",11.74628296,38.11545596
2930,"(102, 219)",11.56246815,38.04693811
2931,"(102, 222)",11.93941902,41.2187558
2932,"(102, 222)",11.6841897,41.10159881
2933,"(102, 222)",11.94041875,41.21960642
2934,"(102, 223)",11.24354594,42.90520062
2935,"(102, 223)",11.1159798,42.04132331
2936,"(102, 223)",11.37115072,42.18971484
2937,"(102, 223)",11.24525574,42.90894354
2938,"(102, 223)",11.37115072,42.18971484
2939,"(102, 223)",11.8862435,42.29700475
2940,"(102, 224)",11.50868761,43.00654874
2941,"(102, 224)",11.50868761,43.00654874
2942,"(102, 224)",11.50865677,43.00773353
2943,"(102, 224)",11.50865677,43.00773353
2944,"(102, 224)",11.50865677,43.00773353
2945,"(102, 224)",11.50865677,43.00773353
2946,"(102, 231)",11.03978806,50.08626935
2947,"(102, 231)",11.64759162,50.79186272
2948,"(102, 256)",11.99266954,75.53605911
2949,"(102, 256)",11.99266954,75.53605911
2950,"(102, 257)",11.31990052,76.75887216
2951,"(102, 259)",11.00747266,78.40167065
2952,"(102, 259)",11.00747266,78.40167065
2953,"(102, 259)",11.00747266,78.40167065
2954,"(102, 260)",11.52490531,79.44715025
2955,"(102, 260)",11.52490531,79.44715025
2956,"(102, 273)",11.52811011,92.66512369
2957,"(102, 280)",11.28819348,99.44432815
2958,"(102, 284)",11.46480385,103.4677172
2959,"(102, 285)",11.54096156,104.2979149
2960,"(102, 286)",11.43603598,105.0039921
2961,"(102, 286)",11.43541788,105.0044128
2962,"(102, 286)",11.59037949,105.6422714
2963,"(102, 288)",11.05974495,107.1844811
2964,"(102, 288)",11.05923649,107.1851028
2965,"(102, 289)",11.11785519,108.0489368
2966,"(102, 289)",11.11785519,108.0489368
2967,"(102, 289)",11.11785519,108.0489368
2968,"(102, 289)",11.11785519,108.0489368
